Datetime,Household202,Household210,Quantile
14-09-2015 23:00,0.073867376,0.05626264,0.75
14-09-2015 23:15,0.064857953,0.064134935,0.75
14-09-2015 23:30,0.05737222,0.082044269,0.75
14-09-2015 23:45,0.052726358,0.108622406,0.75
15-09-2015 00:00,0.049939871,0.137649567,0.75
15-09-2015 00:15,3.943373517,2.036362894,0.75
15-09-2015 00:30,4.549260434,1.953345091,0.75
15-09-2015 00:45,4.944878326,1.721077546,0.75
15-09-2015 01:00,4.968672986,1.361548791,0.75
15-09-2015 01:15,4.781576327,1.000140702,0.75
15-09-2015 01:30,4.611610269,0.733139418,0.75
15-09-2015 01:45,4.467404031,0.54959697,0.75
15-09-2015 02:00,4.304765919,0.410597118,0.75
15-09-2015 02:15,4.099594119,0.316375908,0.75
15-09-2015 02:30,3.768618892,0.283972153,0.75
15-09-2015 02:45,3.261828184,0.303588986,0.75
15-09-2015 03:00,2.609838797,0.334969848,0.75
15-09-2015 03:15,1.90621693,0.340716654,0.75
15-09-2015 03:30,1.301926304,0.308170208,0.75
15-09-2015 03:45,0.870119149,0.243149007,0.75
15-09-2015 04:00,0.55688626,0.164075745,0.75
15-09-2015 04:15,0.319830174,0.096354861,0.75
15-09-2015 04:30,0.168597634,0.054687996,0.75
15-09-2015 04:45,0.097488567,0.03559329,0.75
15-09-2015 05:00,0.074155293,0.028819548,0.75
15-09-2015 05:15,0.068996871,0.027794256,0.75
15-09-2015 05:30,0.06712875,0.030666667,0.75
15-09-2015 05:45,0.065141765,0.038357534,0.75
15-09-2015 06:00,0.06477435,0.053517283,0.75
15-09-2015 06:15,0.070914905,0.0796114,0.75
15-09-2015 06:30,0.092027945,0.118764794,0.75
15-09-2015 06:45,0.127872751,0.162763127,0.75
15-09-2015 07:00,0.156779499,0.184945277,0.75
15-09-2015 07:15,0.156398498,0.162873329,0.75
15-09-2015 07:30,0.132417153,0.110836082,0.75
15-09-2015 07:45,0.107344323,0.063898107,0.75
15-09-2015 08:00,0.094387446,0.03919006,0.75
15-09-2015 08:15,0.093174682,0.031734782,0.75
15-09-2015 08:30,0.098159857,0.032156855,0.75
15-09-2015 08:45,0.106323508,0.035156309,0.75
15-09-2015 09:00,0.119877659,0.038578022,0.75
15-09-2015 09:15,0.138043245,0.041742381,0.75
15-09-2015 09:30,0.149467359,0.044775067,0.75
15-09-2015 09:45,0.145694441,0.048065765,0.75
15-09-2015 10:00,0.133861678,0.051537545,0.75
15-09-2015 10:15,0.122995863,0.054458909,0.75
15-09-2015 10:30,0.112877143,0.056290578,0.75
15-09-2015 10:45,0.101754364,0.057664272,0.75
15-09-2015 11:00,0.089873451,0.061128653,0.75
15-09-2015 11:15,0.076817275,0.071395901,0.75
15-09-2015 11:30,0.063413731,0.092453298,0.75
15-09-2015 11:45,0.052267389,0.12244641,0.75
15-09-2015 12:00,0.044606677,0.154384938,0.75
15-09-2015 12:15,3.944590215,1.985211055,0.75
15-09-2015 12:30,4.55399992,1.958546977,0.75
15-09-2015 12:45,4.932526918,1.763564231,0.75
15-09-2015 13:00,4.896668356,1.383529569,0.75
15-09-2015 13:15,4.627108352,0.952396564,0.75
15-09-2015 13:30,4.418964848,0.628611128,0.75
15-09-2015 13:45,4.300537454,0.452206626,0.75
15-09-2015 14:00,4.180347375,0.378295899,0.75
15-09-2015 14:15,3.999455716,0.350123121,0.75
15-09-2015 14:30,3.658333579,0.326782635,0.75
15-09-2015 14:45,3.132727507,0.301398067,0.75
15-09-2015 15:00,2.590992749,0.294231533,0.75
15-09-2015 15:15,2.182316558,0.307742317,0.75
